Publication Number,Application Number,Disclosure-Information ,Specification,Responsible Working Group,CT WG 4,SA 2,RAN 3,RAN 2,RAN 5,RAN 6,SA 6,SA 5,CT WG 3,CT WG 1,RAN 4,SA 1,RAN 1,SA 3,CT WG 6,SA 4
ES2549404T3,ES2005737591T,ISLD : ISLD-201809-281 Disc : 18 Project : 5G Standard : TS 29.513 Version : 15.0.0 Section :  Disclosure-Date : 09/14/18,TS 29.513,CT WG 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KR1557504B1,KR200931903A,ISLD : ISLD-201907-045 Disc : 72 Project : LTE Advanced Pro/5G Standard : TS 26.114|TS 23.401|TS 23.501 Version : || Section : || Disclosure-Date : 07/31/19,TS 26.114|TS 23.401|TS 23.501,SA 4|SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN102106107B,CN200980128604A,"ISLD : ISLD-201809-313 Disc : 8 Project : 5G Standard : TS 38.213|TS 38.211|TS 38.201|TS 38.214 Version : ||15.0.0| Section : ||| Disclosure-Date : 09/14/18
ISLD : ISLD-201809-318 Disc : 34 Project : 5G Standard : TS 38.331 Version : 15.2.0 Section :  Disclosure-Date : 09/15/18",TS 38.213|TS 38.211|TS 38.201|TS 38.214,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EP1512299B1,EP2003731467A,ISLD : ISLD-201809-255 Disc : 13 Project : 5G Standard : TS 38.331|TS 38.321|TS 38.331 Version : 15.2.0|15.1.0|15.2.0 Section : 6.3.2|5.4.5|6.1.3.1| Disclosure-Date : 09/14/18,TS 38.331|TS 38.321|TS 38.331,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JP05778424B2,JP2010541681A,ISLD : ISLD-201901-026 Disc : 22 Project : 5G Standard : TS 36.300|TS 36.443|TS 36.300|TS 36.443|TS 36.321|TS 36.321 Version : 15.2.0|15.0.0|15.2.0|15.0.0|15.2.0|15.2.0 Section : 15.1|15.3.2|15.6|8.2.2||||5.7a Disclosure-Date : 02/05/19,TS 36.300|TS 36.443|TS 36.300|TS 36.443|TS 36.321|TS 36.321,RAN 2|RAN 3|RAN 2|RAN 3|RAN 2|RAN 2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
US9137760B2,US2007728180A,ISLD : ISLD-201809-274 Disc : 22 Project : 5G Standard : TS 36.304|TS 36.304|TS 36.331 Version : 15.0.0|15.0.0|15.1.0 Section : |5.10.7.4|11.4 Disclosure-Date : 09/14/18,TS 36.304|TS 36.304|TS 36.331,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
US20150257065A1,US14429873A,ISLD : ISLD-201903-004 Disc : 13 Project : 5G Standard : TS 36.331|TS 36.300|TS 36.300|TS 36.331|TS 36.211|TS 36.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : 6.3.5|6.3.6||10.1.2|10.1.3|5.1.4|5.1.8|||6.11A Disclosure-Date : 03/14/19,TS 36.331|TS 36.300|TS 36.300|TS 36.331|TS 36.211|TS 36.211,RAN 2|RAN 2|RAN 2|RAN 2|RAN 1|RAN 1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
BRPI0816780A2,BR200816780A,ISLD : ISLD-201902-003 Disc : 20 Project : 5G|GSM Standard : TS 29.228|TS 29.228 Version : 15.1.0|15.1.0 Section : |6.7|9.7|A.4.5|B.2.3 Disclosure-Date : 02/05/19,TS 29.228|TS 29.228,CT WG 4|CT WG 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20150249711A1,US14712468A,ISLD : ISLD-201809-290 Disc : 1 Project : 5G Standard : TS 24.141|TS 23.141|TS 22.141|TS 23.141|TS 22.141|TS 24.141 Version : 15.0.0|15.0.0|14.0.0|15.0.0|14.0.0|15.0.0 Section : |3.1|5.1|5.4|6.2|3.1|||3.1|4.2|5.3|A3.2 Disclosure-Date : 09/14/18,TS 24.141|TS 23.141|TS 22.141|TS 23.141|TS 22.141|TS 24.141,CT WG 1|SA 2|SA 1|SA 2|SA 1|CT WG 1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
EP2675135B1,EP2013184294A,ISLD : ISLD-201809-312 Disc : 8 Project : 5G Standard : TS 37.324|TS 38.323|TS 38.415|TS 38.322 Version : 15.0.0|15.2.0|15.0.0|15.2.0 Section : ||| Disclosure-Date : 09/14/18,TS 37.324|TS 38.323|TS 38.415|TS 38.322,RAN 2|RAN 2|RAN 3|RAN 2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
US9107190B2,US13391212A,ISLD : ISLD-201809-258 Disc : 8 Project : 5G Standard : TS 38.300|TS 38.213|TS 38.321 Version : 15.1.0||15.1.0 Section : 5.4.1|7.7|10.1|5.9 Disclosure-Date : 09/14/18,TS 38.300|TS 38.213|TS 38.321,RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
US9106392B2,US2006605382A,ISLD : ISLD-201809-283 Disc : 8 Project : 5G Standard : TS 36.211|TS 36.212|TS 36.212|TS 36.213|TS 36.213|TS 36.211 Version : 15.2.0|15.2.1|15.2.1|15.2.0|15.2.0|15.2.0 Section : |5.3.3||7.2||6.10|6.3.4.2.3 Disclosure-Date : 09/14/18,TS 36.211|TS 36.212|TS 36.212|TS 36.213|TS 36.213|TS 36.211,RAN 1|RAN 1|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
BRPI9801568B1,BR19981568A,ISLD : ISLD-201809-271 Disc : 23 Project : 5G Standard : TS 38.322|TS 38.331|TS 38.331|TS 38.322 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 4.2.1.2.2|4.2.1.2.3|4.2.1.3.3|6.2.2.3|7.1|6.3.2|| Disclosure-Date : 09/14/18,TS 38.322|TS 38.331|TS 38.331|TS 38.322,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CA2713078C,CA2713078A,ISLD : ISLD-201902-003 Disc : 11 Project : 5G Standard : TS 36.213|TS 36.212|TS 36.321|TS 36.212|TS 36.321|TS 36.211|TS 36.213|TS 36.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : 10.1|10.1.1|5.2.3.1|||5.3.2.2|||5.4.1 Disclosure-Date : 02/05/19,TS 36.213|TS 36.212|TS 36.321|TS 36.212|TS 36.321|TS 36.211|TS 36.213|TS 36.211,RAN 1|RAN 1|RAN 2|RAN 1|RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
BRPI0822330A2,BR200822330A,"ISLD : ISLD-201810-067 Disc : 23 Project : 5G Standard : TS 23.003|TS 24.302 Version : 15.2.0|15.1.0 Section : 4.3.1,22.2.2|6.8.2.2.1 Disclosure-Date : 10/24/18",TS 23.003|TS 24.302,CT WG 4|CT WG 1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20150139061A1,US14562933A,ISLD : ISLD-201704-020 Disc : 30 Project : 3GPP NR Rel 15 Standard : TS 38.213|TS 38.215|TS 38.214|TS 38.211 Version : 15.0.0|15.0.0|15.0.0|15.0.0 Section : ||| Disclosure-Date : 05/19/17,TS 38.213|TS 38.215|TS 38.214|TS 38.211,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
DK1550253T3,DK2003750749T,ISLD : ISLD-201809-261 Disc : 3 Project : 5G Standard : TS 38.211|TS 38.300|TS 38.213 Version : |15.1.0| Section : 6.3.1.5|5.3.1|9.2|9.3 Disclosure-Date : 09/14/18,TS 38.211|TS 38.300|TS 38.213,RAN 1|RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ES2534523T3,ES2004701647T,ISLD : ISLD-201809-261 Disc : 9 Project : 5G Standard : TS 32.251|TS 23.203 Version : 15.1.0|15.1.0 Section : 5.1.2|5.2.1.3|4.2.3|6.2.2.2 Disclosure-Date : 09/14/18,TS 32.251|TS 23.203,SA 5|SA 2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EP2692174A4,EP2012763970A,ISLD : ISLD-201809-288 Disc : 3 Project : 5G Standard : TS 36.331|TS 36.214|TS 36.214|TS 36.331|TS 36.300 Version : 15.2.1|15.2.0|15.2.0|15.2.1|15.1.0 Section : ||5.1.20|5.5.4|16.1.10 Disclosure-Date : 09/15/18,TS 36.331|TS 36.214|TS 36.214|TS 36.331|TS 36.300,RAN 2|RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0
US8995386B2,US13704158A,ISLD : ISLD-201802-006 Disc : 137 Project : 3GPP NR Rel 15 Standard : TS 38.211|TS 38.101|TS 38.300|TS 38.214|TS 38.213 Version : ||15.0.0|| Section : |||| Disclosure-Date : 02/20/18,TS 38.211|TS 38.101|TS 38.300|TS 38.214|TS 38.213,RAN 1|RAN 4|RAN 2|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0
US20150089587A1,US14376178A,"ISLD : ISLD-201810-067 Disc : 9 Project : 5G Standard : TS 29.274 Version : 15.3.0 Section : 6.1.0, 7.2.1, 8.17, 8.22 Disclosure-Date : 10/24/18",TS 29.274,CT WG 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8990925B2,US2010865152A,ISLD : ISLD-201809-289 Disc : 12 Project : 5G Standard : TS 24.501|TS 23.501|TS 23.502|TS 24.502|TS 33.501 Version : 15.0.0|15.2.0|15.2.0|15.0.0|15.1.0 Section : |||| Disclosure-Date : 09/15/18,TS 24.501|TS 23.501|TS 23.502|TS 24.502|TS 33.501,CT WG 1|SA 2|SA 2|CT WG 1|SA 3,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0
CA2601063C,CA2601063A,ISLD : ISLD-201809-298 Disc : 9 Project : 5G Standard : TS 38.133|TS 38.307 Version : 15.2.0|15.0.0 Section : | Disclosure-Date : 09/14/18,TS 38.133|TS 38.307,RAN 4|RAN 4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BRPI0815720A2,BR200815720A,ISLD : ISLD-201809-289 Disc : 6 Project : 5G Standard : TS 29.561|TS 23.503 Version : 15.0.0|15.2.0 Section : | Disclosure-Date : 09/15/18,TS 29.561|TS 23.503,CT WG 3|SA 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NO335696B1,NO20043855A,ISLD : ISLD-201809-261 Disc : 34 Project : 5G Standard : TS 23.501|TS 23.501|TS 37.324|TS 37.324 Version : 15.2.0|15.2.0|15.0.0|15.0.0 Section : |5.7|5.3|6.1| Disclosure-Date : 09/14/18,TS 23.501|TS 23.501|TS 37.324|TS 37.324,SA 2|SA 2|RAN 2|RAN 2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BRPI0109993B1,BR20019993A,"ISLD : ISLD-201810-064 Disc : 38 Project : 5G Standard : TS 36.214|TS 36.214 Version : 15.3.0|15.3.0 Section : 5.1.15, 5.2.4, 5.2.5| Disclosure-Date : 10/24/18",TS 36.214|TS 36.214,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
EP2819455A1,EP2013290152A,ISLD : ISLD-201809-308 Disc : 13 Project : 5G Standard : TS 24.501|TS 23.501|TS 23.502|TS 38.401 Version : 15.0.0|15.2.0|15.2.0|15.2.0 Section : ||| Disclosure-Date : 09/14/18,TS 24.501|TS 23.501|TS 23.502|TS 38.401,CT WG 1|SA 2|SA 2|RAN 3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KR1475349B1,KR2008108582A,ISLD : ISLD-201907-045 Disc : 79 Project : LTE Advanced Pro/5G Standard : TS 33.501|TS 33.401|TS 23.401|TS 23.501 Version : ||| Section : ||| Disclosure-Date : 07/31/19,TS 33.501|TS 33.401|TS 23.401|TS 23.501,SA 3|SA 3|SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CN102172093B,CN200980138771A,"ISLD : ISLD-201811-008 Disc : 8 Project : 5G Standard : TS 23.303 Version : 15.0.0 Section : 5.5.5, 5.6, 5.5.7 Disclosure-Date : 12/05/18",TS 23.303,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TW201442526A,TW20143101435A,ISLD : ISLD-201809-308 Disc : 23 Project : 5G Standard : TS 38.304|TS 23.501|TS 37.340|TS 38.300|TS 33.501 Version : 15.0.0|15.2.0|15.0.0|15.2.0|15.1.0 Section : |||| Disclosure-Date : 09/14/18,TS 38.304|TS 23.501|TS 37.340|TS 38.300|TS 33.501,RAN 2|SA 2|RAN 2|RAN 2|SA 3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
WO2014169726A1,WO2014CN71972A,ISLD : ISLD-201809-329 Disc : 45 Project : LTE Advanced Pro/5G Standard : TS 36.211|TS 36.212|TS 36.213|TS 36.321|TS 36.300 Version : |||| Section : |||| Disclosure-Date : 09/20/18,TS 36.211|TS 36.212|TS 36.213|TS 36.321|TS 36.300,RAN 1|RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
US8861494B2,US13486003A,ISLD : ISLD-201901-025 Disc : 2 Project : 5G Standard : TS 32.511|TS 32.551|TS 32.551|TS 32.500|TS 32.500|TS 32.511 Version : 15.0.0|15.0.0|15.0.0|15.0.0|15.0.0|15.0.0 Section : 4|5.2.5.1||3.1|4.1.0|5.1|5.4.2|6.1.4|6.4.1|6.4.3|6.4.4|6.4.5|1|6.1.4|6.1.6|| Disclosure-Date : 02/05/19,TS 32.511|TS 32.551|TS 32.551|TS 32.500|TS 32.500|TS 32.511,SA 5|SA 5|SA 5|SA 5|SA 5|SA 5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
EP2345290A4,EP2009824899A,"ISLD : ISLD-201904-005 Disc : 4 Project : 5G Standard : TS 36.141|TS 36.331|TS 36.331|TS 36.304|TS 36.304|TS 36.141 Version : 15.4.0|15.3.0|15.3.0|15.1.0|15.1.0|15.4.0 Section : ||5.5.5,6.2.2|5.2.3.2,5.2.4.2||6.2.7,6.2.8 Disclosure-Date : 04/04/19",TS 36.141|TS 36.331|TS 36.331|TS 36.304|TS 36.304|TS 36.141,RAN 4|RAN 2|RAN 2|RAN 2|RAN 2|RAN 4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
US8819702B2,US2006575396A,ISLD : ISLD-201809-261 Disc : 2 Project : 5G Standard : TS 26.237|TS 26.237 Version : 15.0.0|15.0.0 Section : 2|7.1| Disclosure-Date : 09/14/18,TS 26.237|TS 26.237,SA 4|SA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
US8817637B2,US2007868803A,ISLD : ISLD-201809-261 Disc : 5 Project : 5G Standard : TS 38.322|TS 38.331|TS 38.322|TS 38.331 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 5.2.3|5.3.4|7.3|||5.3.5.5.4 Disclosure-Date : 09/14/18,TS 38.322|TS 38.331|TS 38.322|TS 38.331,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TWI449452B,TW2006115015A,ISLD : ISLD-201809-311 Disc : 8 Project : 5G Standard : TS 38.300|TS 38.321|TS 38.321|TS 38.300 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 9.2|5.1|| Disclosure-Date : 09/15/18,TS 38.300|TS 38.321|TS 38.321|TS 38.300,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TWI445433B,TW2009115693A,ISLD : ISLD-201901-026 Disc : 31 Project : 5G Standard : TS 24.337|TS 24.337 Version : 15.0.0|15.0.0 Section : 14.2.2| Disclosure-Date : 02/05/19,TS 24.337|TS 24.337,CT WG 1|CT WG 1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EP1550321B1,EP2003807945A,ISLD : ISLD-201809-255 Disc : 7 Project : 5G Standard : TS 23.003|TS 23.402|TS 23.003|TS 33.402|TS 24.302|TS 24.302|TS 33.402|TS 23.402 Version : 15.4.0|15.3.0|15.4.0|15.1.0|15.3.0|15.3.0|15.1.0|15.3.0 Section : ||19.3.3|9.1||4.4.2|5.2.2||6.2|1 Disclosure-Date : 09/14/18,TS 23.003|TS 23.402|TS 23.003|TS 33.402|TS 24.302|TS 24.302|TS 33.402|TS 23.402,CT WG 4|SA 2|CT WG 4|SA 3|CT WG 1|CT WG 1|SA 3|SA 2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0
US8755299B2,US13389467A,ISLD : ISLD-201904-018 Disc : 5 Project : 5G Standard : TS 38.331|TS 38.331|TS 38.321|TS 38.101|TS 38.321 Version : 15.4.0|15.4.0|15.4.0|15.0.0|15.4.0 Section : |6.3.2||6.2.4|5.4.6 Disclosure-Date : 04/15/19,TS 38.331|TS 38.331|TS 38.321|TS 38.101|TS 38.321,RAN 2|RAN 2|RAN 2|RAN 4|RAN 2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
US8750867B2,US13848421A,ISLD : ISLD-201809-248 Disc : 1 Project : 5G Standard : TS 23.402 Version : 15.3.0 Section :  Disclosure-Date : 09/14/18,TS 23.402,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8718677B2,US2003585656A,ISLD : ISLD-201906-004 Disc : 255 Project : New Core(NC) Standard : TS 23.273 Version :  Section :  Disclosure-Date : 06/06/19,TS 23.273,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8699472B2,US2001758267A,ISLD : ISLD-201810-013 Disc : 10 Project : 5G Standard : TS 32.298|TS 32.251|TS 32.240|TS 23.203|TS 23.401 Version : 15.1.0|15.1.0|15.0.0|15.2.0|15.3.0 Section : 5.1.3.0|5.1.3.1.1|5.1.2|4.1.0|5.3.4.0|4.2.1|5.3.2.1 Disclosure-Date : 10/04/18,TS 32.298|TS 32.251|TS 32.240|TS 23.203|TS 23.401,SA 5|SA 5|SA 5|SA 2|SA 2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CN101911573B,CN200980101796A,"ISLD : ISLD-201809-286 Disc : 9 Project : 5G Standard : TS 36.331|TS 36.211|TS 36.331|TS 36.211|TS 36.213|TS 36.213 Version : 15.2.2|15.2.0|15.2.2|15.2.0|15.2.0|15.2.0 Section : ||6.2.2|6.9|9.1.2| Disclosure-Date : 09/14/18
ISLD : ISLD-201809-298 Disc : 15 Project : 5G Standard : TS 38.211 Version : 15.2.0 Section :  Disclosure-Date : 09/14/18",TS 36.331|TS 36.211|TS 36.331|TS 36.211|TS 36.213|TS 36.213,RAN 2|RAN 1|RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
EP2213119B1,EP2008849415A,"ISLD : ISLD-201809-304 Disc : 8 Project : 5G Standard : TS 23.501|TS 29.502|TS 24.501|TS 33.501|TS 38.401|TS 23.502 Version : 15.2.0|15.0.0|15.0.0|15.1.0||15.2.0 Section : ||||| Disclosure-Date : 09/14/18
ISLD : ISLD-201809-304 Disc : 9 Project : 5G Standard : TS 38.413|TS 38.401 Version : | Section : | Disclosure-Date : 09/14/18",TS 23.501|TS 29.502|TS 24.501|TS 33.501|TS 38.401|TS 23.502,SA 2|CT WG 4|CT WG 1|SA 3|RAN 3|SA 2,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BRPI9907665B1,BR19997665A,ISLD : ISLD-201809-261 Disc : 25 Project : 5G Standard : TS 26.190|TS 26.173 Version : 15.0.0|15.0.0 Section : | Disclosure-Date : 09/14/18,TS 26.190|TS 26.173,SA 4|SA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EP1658691B1,EP2004769864A,ISLD : ISLD-201809-271 Disc : 30 Project : 5G Standard : TS 36.331|TS 36.300|TS 26.346|TS 36.331|TS 36.300|TS 26.346 Version : 15.2.2|15.2.0|15.1.0|15.2.2|15.2.0|15.1.0 Section : |15.3.3|6.1.2.1|6.1.2.2|6.1.3.2|7.4||5.8.1.1|5.8.1.2|5.8.1.3|6.2.2|6.3.7||4.2|4.5 Disclosure-Date : 09/14/18,TS 36.331|TS 36.300|TS 26.346|TS 36.331|TS 36.300|TS 26.346,RAN 2|RAN 2|SA 4|RAN 2|RAN 2|SA 4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
CA2559448C,CA2559448A,ISLD : ISLD-201704-007 Disc : 4 Project : 3GPP NR Rel 15 Standard : TS 38.420 Version : 15.0.0 Section :  Disclosure-Date : 05/19/17,TS 38.420,RAN 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
US8611303B2,US200812786A,ISLD : ISLD-201806-011 Disc : 19 Project : 3GPP-Release-15 Standard : TS 38.322|TS 38.323|TS 38.331 Version : || Section : || Disclosure-Date : 03/16/18,TS 38.322|TS 38.323|TS 38.331,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ES2433126T3,ES2004710050T,ISLD : ISLD-201809-300 Disc : 2 Project : 5G Standard : TS 23.402|TS 38.300 Version : 15.3.0|15.2.0 Section : | Disclosure-Date : 09/14/18,TS 23.402|TS 38.300,SA 2|RAN 2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US8594659B2,US2007973882A,ISLD : ISLD-201809-285 Disc : 5 Project : 5G Standard : TS 36.331|TS 36.331|TS 36.300 Version : 15.2.1|15.2.1|15.1.0 Section : |4.2.1|4.4|5.3.5|5.5|5.5.4.1|5.5.5|6.3.5|22.2|22.3.2.3 Disclosure-Date : 09/15/18,TS 36.331|TS 36.331|TS 36.300,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
US8582509B2,US2005261832A,ISLD : ISLD-201812-052 Disc : 11 Project : 3GPP-Release-15 Standard : TS 38.300|TS 38.331|TS 38.101 Version : || Section : || Disclosure-Date : 12/12/18,TS 38.300|TS 38.331|TS 38.101,RAN 2|RAN 2|RAN 4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
EP2645617A1,EP2013173771A,"ISLD : ISLD-201812-005 Disc : 4 Project : 5G Standard : TS 36.212|TS 36.212|TS 36.213|TS 36.211|TS 36.213|TS 36.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : 5.2.3.4||10.1.1|||5.4.2 ,5.5.2.2.1 Disclosure-Date : 12/18/18",TS 36.212|TS 36.212|TS 36.213|TS 36.211|TS 36.213|TS 36.211,RAN 1|RAN 1|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
US8532669B2,US2010768413A,ISLD : ISLD-201809-286 Disc : 14 Project : 5G Standard : TS 23.167|TS 23.167 Version : 15.2.0|15.2.0 Section : 7.1|7.6| Disclosure-Date : 09/14/18,TS 23.167|TS 23.167,SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8520748B2,US200888816A,ISLD : ISLD-201802-006 Disc : 10 Project : 3GPP NR Rel 15 Standard : TS 38.212|TS 38.211|TS 38.101|TS 38.201 Version : |||15.0.0 Section : ||| Disclosure-Date : 02/20/18,TS 38.212|TS 38.211|TS 38.101|TS 38.201,RAN 1|RAN 1|RAN 4|RAN 1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
BRPI0013975B1,BR200013975A,ISLD : ISLD-201809-325 Disc : 5 Project : 5G Standard : TS 36.413|TS 38.331 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/15/18,TS 36.413|TS 38.331,RAN 3|RAN 2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BRPI0008747B1,BR20008747A,ISLD : ISLD-201809-302 Disc : 7 Project : 5G Standard : TS 36.211|TS 36.201|TS 36.211|TS 36.201 Version : 15.2.0|15.1.0|15.2.0|15.1.0 Section : 4.1|||4.2.1 Disclosure-Date : 09/14/18,TS 36.211|TS 36.201|TS 36.211|TS 36.201,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
US8488462B2,US2002331941A,ISLD : ISLD-201809-287 Disc : 10 Project : 5G Standard : TS 23.401|TS 23.203 Version : 15.3.0|15.2.0 Section : 3.1|4.7.2.1|4.7.2.2|5.3.2.1|5.4.1|5.4.2.1|A.1.4.4.2 Disclosure-Date : 09/14/18,TS 23.401|TS 23.203,SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8488484B2,US2010888795A,ISLD : ISLD-201812-049 Disc : 24 Project : 3GPP Standard : TS 38.300|TS 36.314 Version : 15.2.0|10.2.0 Section : | Disclosure-Date : 09/25/18,TS 38.300|TS 36.314,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP1364539B1,EP2002712182A,ISLD : ISLD-201902-003 Disc : 19 Project : WCDMA|5G Standard : TS 23.218|TS 23.218 Version : 15.0.0|15.0.0 Section : |5.2.1|5.2.2|5.2.3|6.3 Disclosure-Date : 02/05/19,TS 23.218|TS 23.218,CT WG 1|CT WG 1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
US8472996B2,US13406903A,ISLD : ISLD-201903-001 Disc : 12 Project :  Standard : TS 38.401|TS 38.300|TS 38.300|TS 38.331|TS 38.321|TS 38.213|TS 38.401|TS 38.213|TS 38.321|TS 38.331 Version : 15.3.0|15.3.0|15.3.0|15.2.1|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.2.1 Section : 5.2||4.4||5.1.1|5.1.3|1|7.4||||5.1.2|5.2.2.1|5.2.2.3.2|6.2.2|6.3.2 Disclosure-Date : 03/05/19,TS 38.401|TS 38.300|TS 38.300|TS 38.331|TS 38.321|TS 38.213|TS 38.401|TS 38.213|TS 38.321|TS 38.331,RAN 3|RAN 2|RAN 2|RAN 2|RAN 2|RAN 1|RAN 3|RAN 1|RAN 2|RAN 2,0,0,2,6,0,0,0,0,0,0,0,0,2,0,0,0
CN101288331B,CN200680037909A,"ISLD : ISLD-201809-320 Disc : 6 Project : 5G Standard : TS 23.401|TS 38.323|TS 38.321 Version : 15.4.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/15/18
ISLD : ISLD-201809-325 Disc : 11 Project : 5G Standard : TS 38.323|TS 38.321 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/15/18",TS 23.401|TS 38.323|TS 38.321,SA 2|RAN 2|RAN 2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
US8462696B2,US2009595758A,ISLD : ISLD-201809-315 Disc : 9 Project : 5G Standard : TS 23.401|TS 23.401|TS 36.300 Version : 15.4.0|15.4.0|15.1.0 Section : 4.3.16|5.10.2|| Disclosure-Date : 09/15/18,TS 23.401|TS 23.401|TS 36.300,SA 2|SA 2|RAN 2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1299982B1,EP2000969357A,"ISLD : ISLD-201810-064 Disc : 27 Project : 5G Standard : TS 29.512|TS 29.512 Version : 15.0.0|15.0.0 Section : |4.1.3, 4.1.4 Disclosure-Date : 10/24/18",TS 29.512|TS 29.512,CT WG 3|CT WG 3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
